,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178
185,185,550,921,1304,1711,1807,2358,2742,3151,3251,3810,4210,4651,4815,5143,5440,6034,6145,6726,7170,7340,7680,8001,8284,8850,9264,9374,9953,10393,10555,10879,11168,11746,12184,12342,12658,12931,13477,13851,14240,14659,14779,15378,15499,16100,16225,16834,16975,17257,17821,18231,18333,18896,19304,19402,19957,20349,20774,20906,21529,21698,22036,22353,22628,23178,23560,23965,24057,24600,24968,25345,25740,26171,26315,26603,27179,27613,27763,28063,28663,28786,29391,29524,30149,30322,30668,31001,31308,31922,32073,32375,32979,33110,33731,33896,34226,34527,35129,35256,35869,36018,36316,36912,37027,37616,37717,38278,38682,38772,39311,39671,40032,40395,40762,41137,41528,41951,42079,42694,42847,43153,43765,43912,44206,44794,44893,45450,45846,46279,46427,46723,47315,47422,47995,48423,48561,48837,49389,49775,50188,50296,50871,51303,51449,51741,52325,52416,52957,53321,53690,54069,54468,54907,55067,55387,55668,56230,56636,56730,57277,57653,58046,58473,58609,58881,59425,59795,60176,60579,61026,61202,61554,61899,62230,62533,63139,63274,63544,64084
186,186,552,925,1312,1727,1839,2422,2870,3048,3404,3757,4104,4439,4750,5372,5539,5873,6182,6800,6959,7277,7554,8108,8498,8919,9043,9650,9787,10061,10609,10987,11384,11819,11971,12275,12883,13022,13300,13856,14250,14679,14819,15099,15659,16061,16506,16678,17022,17351,17650,18248,18367,18964,19081,19674,19783,20360,20796,20950,21258,21874,22029,22339,22959,23122,23448,23741,24327,24422,24971,25351,25752,26195,26363,26699,27012,27638,27813,28163,28504,28827,29114,29688,30118,30260,30544,31112,31530,31648,32243,32356,32941,33034,33579,33951,34336,34747,34851,35418,35834,35948,36535,36632,37185,37573,37990,38106,38697,38802,39371,39791,39913,40516,40645,41262,41419,41733,42361,42540,42898,43255,43610,43961,44304,44631,44926,45516,45619,46184,46596,46702,47273,47697,47827,48446,48607,48929,49214,49784,50206,50332,50943,51088,51378,51958,52400,52566,52898,53203,53813,53956,54242,54814,55240,55374,56001,56178,56532,56881,57220,57539,57818,58376,58774,59211,59367,59679,60303,60474,60816,61141,61432,62014,62460,62634,62982,63319,63634,63905
187,187,554,929,1320,1743,1871,2486,2639,2945,3557,3704,3998,4586,4685,5242,5638,6071,6219,6515,7107,7214,7787,8215,8353,8629,9181,9567,9980,10088,10663,11095,11241,11533,12117,12208,12749,13113,13482,13861,14260,14699,14859,15179,15460,16022,16428,16522,17069,17445,17838,18265,18401,18673,19217,19587,19968,20371,20818,20994,21346,21691,22022,22325,22931,23066,23336,23876,24238,24603,24974,25357,25764,25860,26411,26795,27204,27304,27863,28263,28704,28868,29196,29493,30087,30198,30779,31223,31393,31733,32054,32337,32903,33317,33427,34006,34446,34608,34932,35221,35799,36237,36395,36711,36984,37530,37904,38293,38712,38832,39431,39552,40153,40278,40887,41028,41310,41874,42284,42386,42949,43357,43455,44010,44402,44827,44959,45582,45751,46089,46406,46681,47231,47613,48018,48110,48653,49021,49398,49793,50224,50368,50656,51232,51666,51816,52116,52716,52839,53444,53577,54202,54375,54721,55054,55361,55975,56126,56428,57032,57163,57784,57949,58279,58580,59182,59309,59922,60071,60369,60965,61080,61669,61770,62331,62735,62825,63364,63724,64085
188,188,556,933,1328,1759,1903,2191,2767,3201,3351,3651,4251,4374,4979,5112,5737,5910,6256,6589,6896,7510,7661,7963,8567,8698,9319,9484,9814,10115,10717,10844,11457,11606,11904,12500,12615,13204,13305,13866,14270,14360,14899,15259,15620,15983,16350,16725,17116,17539,17667,18282,18435,18741,19353,19500,19794,20382,20481,21038,21434,21867,22015,22311,22903,23010,23583,24011,24149,24425,24977,25363,25776,25884,26459,26891,27037,27329,27913,28004,28545,28909,29278,29657,30056,30495,30655,30975,31256,31818,32224,32318,32865,33241,33634,34061,34197,34469,35013,35383,35764,36167,36614,36790,37142,37487,37818,38121,38727,38862,39132,39672,40034,40399,40770,41153,41560,41656,42207,42591,43000,43100,43659,44059,44500,44664,44992,45289,45883,45994,46575,47019,47189,47529,47850,48133,48699,49113,49223,49802,50242,50404,50728,51017,51595,52033,52191,52507,52780,53326,53700,54089,54508,54628,55227,55348,55949,56074,56683,56824,57106,57670,58080,58182,58745,59153,59251,59806,60198,60623,60755,61378,61547,61885,62202,62477,63027,63409,63814,63906
189,189,558,937,1336,1775,1935,2255,2536,3098,3504,3598,4145,4521,4914,5341,5477,5749,6293,6663,7044,7447,7894,8070,8422,8767,9098,9401,10007,10142,10412,10952,11314,11679,12050,12433,12840,12936,13487,13871,14280,14380,14939,15339,15780,15944,16272,16569,17163,17274,17855,18299,18469,18809,19130,19413,19979,20393,20503,21082,21522,21684,22008,22297,22875,23313,23471,23787,24060,24606,24980,25369,25788,25908,26507,26628,27229,27354,27963,28104,28386,28950,29360,29462,30025,30433,30531,31086,31478,31903,32035,32658,32827,33165,33482,33757,34307,34689,35094,35186,35729,36097,36474,36869,37300,37444,37732,38308,38742,38892,39192,39792,39915,40520,40653,41278,41451,41797,42130,42437,43051,43202,43504,44108,44239,44860,45025,45355,45656,46258,46385,46998,47147,47445,48041,48156,48745,48846,49407,49811,49901,50440,50800,51161,51524,51891,52266,52657,53080,53208,53823,53976,54282,54894,55041,55335,55923,56022,56579,56975,57408,57556,57852,58444,58551,59124,59552,59690,59966,60518,60904,61317,61425,62000,62432,62578,62870,63454,63545,64086
190,190,560,941,1344,1791,1967,2319,2664,2995,3298,3904,4039,4309,4849,5211,5576,5947,6330,6737,6833,7384,7768,8177,8277,8836,9236,9677,9841,10169,10466,11060,11171,11752,12196,12366,12706,13027,13310,13876,14290,14400,14979,15419,15581,15905,16194,16772,17210,17368,17684,17957,18503,18877,19266,19685,19805,20404,20525,21126,21251,21860,22001,22283,22847,23257,23359,23922,24330,24428,24983,25375,25800,25932,26555,26724,27062,27379,27654,28204,28586,28991,29083,29626,29994,30371,30766,31197,31341,31629,32205,32639,32789,33089,33689,33812,34417,34550,35175,35348,35694,36027,36334,36948,37099,37401,38005,38136,38757,38922,39252,39553,40155,40282,40895,41044,41342,41938,42053,42642,42743,43304,43708,43798,44337,44697,45058,45421,45788,46163,46554,46977,47105,47720,47873,48179,48791,48938,49232,49820,49919,50476,50872,51305,51453,51749,52341,52448,53021,53449,53587,53863,54415,54801,55214,55322,55897,56329,56475,56767,57351,57442,57983,58347,58716,59095,59494,59933,60093,60413,60694,61256,61662,61756,62303,62679,63072,63499,63635,63907
191,191,562,945,1352,1448,1999,2383,2792,2892,3451,3851,4292,4456,4784,5081,5675,5786,6367,6811,6981,7321,7642,7925,8491,8905,9015,9594,10034,10196,10520,10809,11387,11825,11983,12299,12572,13118,13492,13881,14300,14420,15019,15140,15741,15866,16475,16616,16898,17462,17872,17974,18537,18945,19043,19598,19990,20415,20547,21170,21339,21677,21994,22269,22819,23201,23606,23698,24241,24609,24986,25381,25812,25956,26244,26820,27254,27404,27704,28304,28427,29032,29165,29790,29963,30309,30642,30949,31563,31714,32016,32620,32751,33372,33537,33867,34168,34770,34897,35510,35659,35957,36553,36668,37257,37358,37919,38323,38413,38952,39312,39673,40036,40403,40778,41169,41592,41720,42335,42488,42794,43406,43553,43847,44435,44534,45091,45487,45920,46068,46364,46956,47063,47636,48064,48202,48478,49030,49416,49829,49937,50512,50944,51090,51382,51966,52057,52598,52962,53331,53710,54109,54548,54708,55028,55309,55871,56277,56371,56918,57294,57687,58114,58250,58522,59066,59436,59817,60220,60667,60843,61195,61540,61871,62174,62780,62915,63185,63725,64087
192,192,564,949,1360,1464,2031,2447,2561,3148,3245,3798,4186,4603,4719,5310,5415,5984,6404,6526,7129,7258,7875,8032,8346,8974,9153,9511,9868,10223,10574,10917,11244,11539,12129,12232,12797,13209,13315,13886,14310,14440,15059,15220,15542,15827,16397,16819,16945,17556,17701,17991,18571,19013,19179,19511,19816,20426,20569,20855,21427,21853,21987,22614,22791,23145,23494,23833,24152,24431,24989,25387,25824,25980,26292,26916,27087,27429,27754,28045,28627,29073,29247,29595,29932,30247,30518,31060,31426,31799,32186,32601,32713,33296,33744,33922,34278,34631,34978,35313,35624,36246,36413,36747,37056,37674,37833,38151,38428,38982,39372,39793,39917,40524,40661,40935,41483,41861,42258,42693,42845,43149,43757,43896,44174,44730,45124,45553,45693,45973,46533,46935,47380,47552,47896,48225,48524,49122,49241,49838,49955,50548,50657,51234,51670,51824,52132,52748,52903,53213,53833,53996,54322,54615,55201,55296,55845,56225,56626,57069,57237,57573,57886,58512,58687,59037,59378,59701,59988,60562,60992,61134,61418,61986,62404,62522,63117,63230,63815,63908
193,193,566,953,1368,1480,2063,2511,2689,3045,3398,3745,4080,4391,5013,5180,5514,5823,6441,6600,6918,7195,7749,8139,8560,8684,9291,9428,9702,10250,10628,11025,11460,11612,11916,12524,12663,12941,13497,13891,14320,14460,14740,15300,15702,16147,16319,16663,16992,17291,17889,18008,18605,18722,19315,19424,20001,20437,20591,20899,21515,21670,21980,22600,22763,23089,23382,23968,24063,24612,24992,25393,25836,26004,26340,26653,27279,27454,27804,28145,28468,28755,29329,29759,29901,30185,30753,31171,31289,31884,31997,32582,32675,33220,33592,33977,34388,34492,35059,35475,35589,36176,36273,36826,37214,37631,37747,38338,38443,39012,39432,39554,40157,40286,40903,41060,41374,42002,42181,42539,42896,43251,43602,43945,44272,44567,45157,45260,45825,46237,46343,46914,47338,47468,48087,48248,48570,48855,49425,49847,49973,50584,50729,51019,51599,52041,52207,52539,52844,53454,53597,53883,54455,54881,55015,55642,55819,56173,56522,56861,57180,57459,58017,58415,58852,59008,59320,59944,60115,60457,60782,61073,61655,62101,62275,62623,62960,63275,63546,64088
194,194,568,957,1376,1496,2095,2216,2817,2942,3551,3692,3974,4538,4948,5050,5613,6021,6119,6674,7066,7491,7623,8246,8415,8753,9070,9345,9895,10277,10682,10774,11317,11685,12062,12457,12888,13032,13320,13896,14330,14480,14780,15380,15503,16108,16241,16866,17039,17385,17718,18025,18639,18790,19092,19696,19827,20448,20613,20943,21244,21846,21973,22586,22735,23033,23629,23744,24333,24434,24995,25399,25489,26028,26388,26749,27112,27479,27854,28245,28668,28796,29411,29564,29870,30482,30629,30923,31511,31610,32167,32563,32996,33144,33440,34032,34139,34712,35140,35278,35554,36106,36492,36905,37013,37588,38020,38166,38458,39042,39133,39674,40038,40407,40786,41185,41624,41784,42104,42385,42947,43353,43447,43994,44370,44763,45190,45326,45598,46142,46512,46893,47296,47743,47919,48271,48616,48947,49250,49856,49991,50261,50801,51163,51528,51899,52282,52689,52785,53336,53720,54129,54229,54788,55188,55629,55793,56121,56418,57012,57123,57704,58148,58318,58658,58979,59262,59828,60242,60352,60931,61371,61533,61857,62146,62724,63162,63320,63636,63909
195,195,570,961,1384,1512,2127,2280,2586,3198,3345,3639,4227,4326,4883,5279,5712,5860,6156,6748,6855,7428,7856,7994,8270,8822,9208,9621,9729,10304,10736,10882,11174,11758,11849,12390,12754,13123,13502,13901,14340,14500,14820,15101,15663,16069,16163,16710,17086,17479,17906,18042,18314,18858,19228,19609,20012,20459,20635,20987,21332,21663,21966,22572,22707,22977,23517,23879,24244,24615,24998,25405,25501,26052,26436,26845,26945,27504,27904,28345,28509,28837,29134,29728,29839,30420,30864,31034,31374,31695,31978,32544,32958,33068,33647,34087,34249,34573,34862,35440,35878,36036,36352,36625,37171,37545,37934,38353,38473,39072,39193,39794,39919,40528,40669,40951,41515,41925,42027,42590,42998,43096,43651,44043,44468,44600,45223,45392,45730,46047,46322,46872,47254,47659,47751,48294,48662,49039,49434,49865,50009,50297,50873,51307,51457,51757,52357,52480,53085,53218,53843,54016,54362,54695,55002,55616,55767,56069,56673,56804,57425,57590,57920,58221,58823,58950,59563,59712,60010,60606,60721,61310,61411,61972,62376,62466,63005,63365,63726,64089
196,196,572,965,1392,1528,1800,2344,2714,3095,3498,3945,4121,4473,4818,5149,5452,6058,6193,6463,7003,7365,7730,8101,8484,8891,8987,9538,9922,10331,10431,10990,11390,11831,11995,12323,12620,13214,13325,13906,14350,14520,14860,15181,15464,16030,16444,16554,17133,17573,17735,18059,18348,18926,19364,19522,19838,20111,20657,21031,21420,21839,21959,22558,22679,23280,23405,24014,24155,24437,25001,25411,25513,26076,26484,26582,27137,27529,27954,28086,28709,28878,29216,29533,29808,30358,30740,31145,31237,31780,32148,32525,32920,33351,33495,33783,34359,34793,34943,35243,35843,35966,36571,36704,37329,37502,37848,38181,38488,39102,39253,39555,40159,40290,40911,41076,41406,41707,42309,42436,43049,43198,43496,44092,44207,44796,44897,45458,45862,45952,46491,46851,47212,47575,47942,48317,48708,49131,49259,49874,50027,50333,50945,51092,51386,51974,52073,52630,53026,53459,53607,53903,54495,54602,55175,55603,55741,56017,56569,56955,57368,57476,58051,58483,58629,58921,59505,59596,60137,60501,60870,61249,61648,62087,62247,62567,62848,63410,63816,63910
197,197,574,969,1400,1544,1832,2408,2842,2992,3292,3892,4015,4620,4753,5378,5551,5897,6230,6537,7151,7302,7604,8208,8339,8960,9125,9455,9756,10358,10485,11098,11247,11545,12141,12256,12845,12946,13507,13911,14001,14540,14900,15261,15624,15991,16366,16757,17180,17308,17923,18076,18382,18994,19141,19435,20023,20122,20679,21075,21508,21656,21952,22544,22651,23224,23652,23790,24066,24618,25004,25417,25525,26100,26532,26678,26970,27554,27645,28186,28550,28919,29298,29697,30136,30296,30616,30897,31459,31865,31959,32506,32882,33275,33702,33838,34110,34654,35024,35405,35808,36255,36431,36783,37128,37459,37762,38368,38503,38773,39313,39675,40040,40411,40794,41201,41297,41848,42232,42641,42741,43300,43700,44141,44305,44633,44930,45524,45635,46216,46660,46830,47170,47491,47774,48340,48754,48864,49443,49883,50045,50369,50658,51236,51674,51832,52148,52421,52967,53341,53730,54149,54269,54868,54989,55590,55715,56324,56465,56747,57311,57721,57823,58386,58794,58892,59447,59839,60264,60396,61019,61188,61526,61843,62118,62668,63050,63455,63547,64090
198,198,576,973,1408,1560,1864,2472,2611,2889,3445,3839,4268,4408,4688,5248,5650,6095,6267,6611,6940,7239,7837,7956,8553,8670,9263,9372,9949,10385,10539,10847,11463,11618,11928,12548,12711,13037,13330,13916,14011,14560,14940,15341,15784,15952,16288,16601,17227,17402,17752,18093,18416,18703,19277,19707,19849,20133,20701,21119,21237,21832,21945,22530,22623,23168,23540,23925,24336,24440,25007,25423,25537,26124,26221,26774,27162,27579,27695,28286,28391,28960,29380,29502,30105,30234,30851,31008,31322,31950,32129,32487,32844,33199,33550,33893,34220,34515,35105,35208,35773,36185,36291,36862,37286,37416,38035,38196,38518,38803,39373,39795,39921,40532,40677,40967,41547,41989,42155,42487,42792,43402,43545,43831,44403,44829,44963,45590,45767,46121,46470,46809,47128,47407,47965,48363,48800,48956,49268,49892,50063,50405,50730,51021,51603,52049,52223,52571,52908,53223,53494,54036,54402,54775,55162,55577,55689,56272,56720,56898,57254,57607,57954,58289,58600,59222,59389,59723,60032,60650,60809,61127,61404,61958,62348,62769,62893,63500,63637,63911
199,199,578,977,1416,1576,1896,2177,2739,3145,3239,3786,4162,4555,4982,5118,5390,5934,6304,6685,7088,7535,7711,8063,8408,8739,9042,9648,9783,10053,10593,10955,11320,11691,12074,12481,12577,13128,13512,13921,14021,14580,14980,15421,15585,15913,16210,16804,16915,17496,17940,18110,18450,18771,19054,19620,20034,20144,20723,21163,21325,21649,21938,22516,22954,23112,23428,23701,24247,24621,25010,25429,25549,26148,26269,26870,26995,27604,27745,28027,28591,29001,29103,29666,30074,30172,30727,31119,31544,31676,32299,32468,32806,33123,33398,33948,34330,34735,34827,35370,35738,36115,36510,36941,37085,37373,37949,38383,38533,38833,39433,39556,40161,40294,40919,41092,41438,41771,42078,42692,42843,43145,43749,43880,44501,44666,44996,45297,45899,46026,46639,46788,47086,47682,47797,48386,48487,49048,49452,49542,50081,50441,50802,51165,51532,51907,52298,52721,52849,53464,53617,53923,54535,54682,54976,55564,55663,56220,56616,57049,57197,57493,58085,58192,58765,59193,59331,59607,60159,60545,60958,61066,61641,62073,62219,62511,63095,63186,63727,64091
200,200,580,981,1424,1592,1928,2241,2867,3042,3392,3733,4056,4343,4917,5347,5489,5773,6341,6759,6877,7472,7585,8170,8263,8808,9180,9565,9976,10080,10647,11063,11177,11764,11861,12414,12802,13219,13335,13926,14031,14600,15020,15142,15745,15874,16491,16648,16962,17590,17769,18127,18484,18839,19190,19533,19860,20155,20745,20848,21413,21825,21931,22502,22926,23056,23675,23836,24158,24443,25013,25435,25561,26172,26317,26607,27187,27629,27795,28127,28432,29042,29185,29471,30043,30469,30603,31230,31407,31761,32110,32449,32768,33047,33605,34003,34440,34596,34908,35532,35703,36045,36370,36661,37243,37689,37863,38211,38548,38863,39134,39676,40042,40415,40802,41217,41329,41912,42360,42538,42894,43247,43594,43929,44240,44862,45029,45363,45672,46290,46449,46767,47044,47598,47988,48409,48533,49140,49277,49551,50099,50477,50874,51309,51461,51765,52373,52512,52790,53346,53740,54169,54309,54589,55149,55551,55996,56168,56512,56841,57140,57738,57857,58454,58571,59164,59273,59850,60286,60440,60748,61364,61519,61829,62449,62612,62938,63231,63817,63912
201,201,582,985,1432,1608,1960,2305,2636,2939,3545,3680,3950,4490,4852,5217,5588,5971,6378,6474,7025,7409,7818,7918,8477,8877,9318,9482,9810,10107,10701,10812,11393,11837,12007,12347,12668,12951,13517,13931,14041,14620,15060,15222,15546,15835,16413,16851,17009,17325,17598,18144,18518,18907,19326,19446,20045,20166,20767,20892,21501,21642,21924,22488,22898,23000,23563,23971,24069,24624,25016,25441,25573,26196,26365,26703,27020,27295,27845,28227,28632,28724,29267,29635,30012,30407,30838,30982,31270,31846,32280,32430,32730,33330,33453,34058,34191,34816,34989,35335,35668,35975,36589,36740,37042,37646,37777,38398,38563,38893,39194,39796,39923,40536,40685,40983,41579,41694,42283,42384,42945,43349,43439,43978,44338,44699,45062,45429,45804,46195,46618,46746,47361,47514,47820,48432,48579,48873,49461,49560,50117,50513,50946,51094,51390,51982,52089,52662,53090,53228,53504,54056,54442,54855,54963,55538,55970,56116,56408,56992,57083,57624,57988,58357,58736,59135,59574,59734,60054,60335,60897,61303,61397,61944,62320,62713,63140,63276,63548,64092
202,202,584,989,1081,1624,1992,2369,2764,3195,3339,3627,4203,4637,4787,5087,5687,5810,6415,6548,7173,7346,7692,8025,8332,8946,9097,9399,10003,10134,10755,10920,11250,11551,12153,12280,12893,13042,13340,13936,14051,14640,14741,15302,15706,15796,16335,16695,17056,17419,17786,18161,18552,18975,19103,19718,19871,20177,20789,20936,21230,21818,21917,22474,22870,23303,23451,23747,24339,24446,25019,25447,25585,25861,26413,26799,27212,27320,27895,28327,28473,28765,29349,29440,29981,30345,30714,31093,31492,31931,32091,32411,32692,33254,33660,33754,34301,34677,35070,35497,35633,35905,36449,36819,37200,37603,38050,38226,38578,38923,39254,39557,40163,40298,40568,41108,41470,41835,42206,42589,42996,43092,43643,44027,44436,44536,45095,45495,45936,46100,46428,46725,47319,47430,48011,48455,48625,48965,49286,49569,50135,50549,50659,51238,51678,51840,52164,52453,53031,53469,53627,53943,54216,54762,55136,55525,55944,56064,56663,56784,57385,57510,58119,58260,58542,59106,59516,59618,60181,60589,60687,61242,61634,62059,62191,62814,62983,63321,63638,63913
203,203,586,993,1089,1640,2024,2433,2533,3092,3492,3933,4097,4425,4722,5316,5427,6008,6452,6622,6962,7283,7566,8132,8546,8656,9235,9675,9837,10161,10450,11028,11466,11624,11940,12213,12759,13133,13522,13941,14061,14660,14781,15382,15507,16116,16257,16539,17103,17513,17615,18178,18586,18684,19239,19631,20056,20188,20811,20980,21318,21635,21910,22460,22842,23247,23339,23882,24250,24627,25022,25453,25597,25885,26461,26895,27045,27345,27945,28068,28673,28806,29431,29604,29950,30283,30590,31204,31355,31657,32261,32392,33013,33178,33508,33809,34411,34538,35151,35300,35598,36194,36309,36898,36999,37560,37964,38054,38593,38953,39314,39677,40044,40419,40810,41233,41361,41976,42129,42435,43047,43194,43488,44076,44175,44732,45128,45561,45709,46005,46597,46704,47277,47705,47843,48119,48671,49057,49470,49578,50153,50585,50731,51023,51607,51698,52239,52603,52972,53351,53750,54189,54349,54669,54950,55512,55918,56012,56559,56935,57328,57755,57891,58163,58707,59077,59458,59861,60308,60484,60836,61181,61512,61815,62421,62556,62826,63366,63728,64093
204,204,588,997,1097,1656,2056,2497,2661,2989,3286,3880,3991,4572,5016,5186,5526,5847,6130,6696,7110,7220,7799,8239,8401,8725,9014,9592,10030,10188,10504,10777,11323,11697,12086,12505,12625,13224,13345,13946,14071,14680,14821,15103,15667,16077,16179,16742,17150,17248,17803,18195,18620,18752,19375,19544,19882,20199,20474,21024,21406,21811,21903,22446,22814,23191,23586,24017,24161,24449,25025,25459,25609,25909,26509,26632,27237,27370,27995,28168,28514,28847,29154,29768,29919,30221,30825,30956,31577,31742,32072,32373,32975,33102,33715,33864,34162,34758,34873,35462,35563,36124,36528,36618,37157,37517,37878,38241,38608,38983,39374,39797,39925,40540,40693,40999,41611,41758,42052,42640,42739,43296,43692,44125,44273,44569,45161,45268,45841,46269,46407,46683,47235,47621,48034,48142,48717,49149,49295,49587,50171,50262,50803,51167,51536,51915,52314,52753,52913,53233,53514,54076,54482,54576,55123,55499,55892,56319,56455,56727,57271,57641,58022,58425,58872,59048,59400,59745,60076,60379,60985,61120,61390,61930,62292,62657,63028,63411,63818,63914
205,205,590,1001,1105,1672,2088,2202,2789,2886,3439,3827,4244,4360,4951,5056,5625,6045,6167,6770,6899,7516,7673,7987,8615,8794,9152,9509,9864,10215,10558,10885,11180,11770,11873,12438,12850,12956,13527,13951,14081,14700,14861,15183,15468,16038,16460,16586,17197,17342,17632,18212,18654,18820,19152,19457,20067,20210,20496,21068,21494,21628,22255,22432,22786,23135,23474,23793,24072,24630,25028,25465,25621,25933,26557,26728,27070,27395,27686,28268,28714,28888,29236,29573,29888,30159,30701,31067,31440,31827,32242,32354,32937,33385,33563,33919,34272,34619,34954,35265,35887,36054,36388,36697,37315,37474,37792,38069,38623,39013,39434,39558,40165,40302,40576,41124,41502,41899,42334,42486,42790,43398,43537,43815,44371,44765,45194,45334,45614,46174,46576,47021,47193,47537,47866,48165,48763,48882,49479,49596,50189,50298,50875,51311,51465,51773,52389,52544,52854,53474,53637,53963,54256,54842,54937,55486,55866,56267,56710,56878,57214,57527,58153,58328,58678,59019,59342,59629,60203,60633,60775,61059,61627,62045,62163,62758,62871,63456,63549,64094
206,206,592,1005,1113,1688,2120,2266,2558,3142,3233,3774,4138,4507,4886,5285,5724,5884,6204,6485,7047,7453,7547,8094,8470,8863,9290,9426,9698,10242,10612,10993,11396,11843,12019,12371,12716,13047,13350,13956,14091,14361,14901,15263,15628,15999,16382,16789,16885,17436,17820,18229,18329,18888,19288,19729,19893,20221,20518,21112,21223,21804,22248,22418,22758,23079,23362,23928,24342,24452,25031,25471,25633,25957,26246,26824,27262,27420,27736,28009,28555,28929,29318,29737,29857,30456,30577,31178,31303,31912,32053,32335,32899,33309,33411,33974,34382,34480,35035,35427,35852,35984,36607,36776,37114,37431,37706,38256,38638,39043,39135,39678,40046,40423,40818,41249,41393,41681,42257,42691,42841,43141,43741,43864,44469,44602,45227,45400,45746,46079,46386,47000,47151,47453,48057,48188,48809,48974,49304,49605,50207,50334,50947,51096,51394,51990,52105,52694,52795,53356,53760,53850,54389,54749,55110,55473,55840,56215,56606,57029,57157,57772,57925,58231,58843,58990,59284,59872,59971,60528,60924,61357,61505,61801,62393,62500,63073,63501,63639,63915
207,207,594,1009,1121,1704,2152,2330,2686,3039,3386,3721,4032,4654,4821,5155,5464,6082,6241,6559,6836,7390,7780,8201,8325,8932,9069,9343,9891,10269,10666,11101,11253,11557,12165,12304,12582,13138,13532,13961,14101,14381,14941,15343,15788,15960,16304,16633,16932,17530,17649,18246,18363,18956,19065,19642,20078,20232,20540,21156,21311,21621,22241,22404,22730,23023,23609,23704,24253,24633,25034,25477,25645,25981,26294,26920,27095,27445,27786,28109,28396,28970,29400,29542,29826,30394,30812,30930,31525,31638,32223,32316,32861,33233,33618,34029,34133,34700,35116,35230,35817,35914,36467,36855,37272,37388,37979,38084,38653,39073,39195,39798,39927,40544,40701,41015,41643,41822,42180,42537,42892,43243,43586,43913,44208,44798,44901,45466,45878,45984,46555,46979,47109,47728,47889,48211,48496,49066,49488,49614,50225,50370,50660,51240,51682,51848,52180,52485,53095,53238,53524,54096,54522,54656,55283,55460,55814,56163,56502,56821,57100,57658,58056,58493,58649,58961,59585,59756,60098,60423,60714,61296,61742,61916,62264,62601,62916,63187,63729,64095
208,208,596,1013,1129,1720,1825,2394,2814,2936,3539,3668,4285,4442,4756,5384,5563,5921,6278,6633,6984,7327,7654,7949,8539,8642,9207,9619,9725,10296,10720,10850,11469,11630,11952,12237,12807,13229,13355,13966,14111,14401,14981,15423,15589,15921,16226,16836,16979,17265,17837,18263,18397,19024,19201,19555,19904,20243,20562,20841,21399,21797,22234,22390,22702,23326,23497,23839,24164,24455,25037,25483,25657,26005,26342,26657,26928,27470,27836,28209,28596,29011,29123,29706,30154,30332,30688,31041,31388,31723,32034,32656,32823,33157,33466,34084,34243,34561,34838,35392,35782,36203,36327,36934,37071,37345,37893,38271,38668,39103,39255,39559,40167,40306,40584,41140,41534,41963,42103,42383,42943,43345,43790,43962,44306,44635,44934,45532,45651,46248,46365,46958,47067,47644,48080,48234,48542,49158,49313,49623,50243,50406,50732,51025,51611,51706,52255,52635,53036,53479,53647,53983,54296,54922,55097,55447,55788,56111,56398,56972,57402,57544,57828,58396,58814,58932,59527,59640,60225,60318,60863,61235,61620,62031,62135,62702,63118,63232,63819,63916
209,209,598,1017,1137,1736,1857,2458,2583,3192,3333,3615,4179,4589,4691,5254,5662,5760,6315,6707,7132,7264,7887,8056,8394,8711,8986,9536,9918,10323,10415,10958,11326,11703,12098,12529,12673,12961,13537,13971,14121,14421,15021,15144,15749,15882,16507,16680,17026,17359,17666,18280,18431,18733,19337,19468,20089,20254,20584,20885,21487,21614,22227,22376,22674,23270,23385,23974,24075,24636,25040,25130,25669,26029,26390,26753,27120,27495,27886,28309,28437,29052,29205,29511,30123,30270,30564,31152,31251,31808,32204,32637,32785,33081,33673,33780,34353,34781,34919,35195,35747,36133,36546,36654,37229,37661,37807,38099,38683,38774,39315,39679,40048,40427,40826,41265,41425,41745,42026,42588,42994,43088,43635,44011,44404,44831,44967,45239,45783,46153,46534,46937,47384,47560,47912,48257,48588,48891,49497,49632,49902,50442,50804,51169,51540,51923,52330,52426,52977,53361,53770,53870,54429,54829,55270,55434,55762,56059,56653,56764,57345,57789,57959,58299,58620,58903,59469,59883,59993,60572,61012,61174,61498,61787,62365,62803,62961,63277,63550,64096
